Source Image,Target Image,Similarity
C:\Users\DGU_ICE\FindOwn\Image\adidas_1.jpg,C:\Users\DGU_ICE\FindOwn\Image\adidas_2.jpg,0.76129234
C:\Users\DGU_ICE\FindOwn\Image\Yes8_1.png,C:\Users\DGU_ICE\FindOwn\Image\Yes8_2.png,0.77661264
