File_name,Similarity,Prejudice
a1.jpg (User img),100.000000000,None
b2.jpg,99.927675724%,
a2.jpg,99.897944927%,
b1.jpg,99.892365932%,
c2.jpg,99.891376495%,
i2.jpg,99.875402451%,
h2.jpg,99.868249893%,
i1.jpg,99.866056442%,
e3.jpg,99.857276678%,
d1.jpg,99.855518341%,
d2.jpg,99.811780453%,
f2.jpg,99.775028229%,
g2.jpg,99.768805504%,
h1.jpg,99.760484695%,
g1.jpg,99.691414833%,
f1.jpg,99.258691072%,
c1.jpg,99.161016941%,
e2.jpg,98.938673735%,
e1.jpg,98.372036219%,
